Dialogue_ID,Dialogue_Context,Reply,Label,mean_human_score,n_ratings,mental_state
7763,Speaker 1: No thanks.Speaker 2: No thanks. what does that mean?Speaker 1: I don't want to go.Speaker 2: Go where?,Speaker 1: Yeah?,1,1.333333333,3,"Cautious, reluctant"
6417,"Speaker 1: So you ever gonna do a picture?Speaker 2: Not you tooSpeaker 1: It's gonna be fine, Orson. You're gonna do great.Speaker 2: I wonder sometimes.",Speaker 1: There you go.  Love you.,1,2.333333333,3,"Affectionate, encouraging"
3,"Speaker 1: Gosh, if only we could find Kat a boyfriend...",Speaker 2: As many times as it takes.,1,2.333333333,3,"Determined, persistent"
2837,Speaker 1: How do you do?Speaker 2: How do you do?Speaker 1: One hears a great deal about Rick in Casablanca.Speaker 2: And about Victor Laszlo everywhere.,Speaker 1: Maybe we shouldn't.,1,2,3,"Doubtful, cautious"
6314,Speaker 1: I don't believe it.  You're here! Oh thank God.Speaker 2: You didn't think I could just leave you?Speaker 1: I didn't know what was going to happen.  I was just so worried something was going to happen to you.,"Speaker 2: What could happen?  I'm the plastic man, remember?",0,5,3,"Confident, reassuring"
6198,Speaker 1: What?  What do you want me to do?Speaker 2: What do you think?  Get us into that room.,Speaker 1: I can't.,0,5,3,"Unable, pressured"
4365,Speaker 1: You know it's not often I... you know...Speaker 2: There's a first time for everything.Speaker 1: I suppose that's right.Speaker 2: You want something to drink?,"Speaker 1: I'm sorry, I don't follow. What was there to see?",1,1.666666667,3,"Confused, defensive"
0,Speaker 1: You're asking me out.  That's so cute. What's your name again?,Speaker 2: Forget it.,0,4.333333333,3,"Dismissive, offended"
666,Speaker 1: Alice!,Speaker 2: Daddy...,0,4,3,"Frightened, dependent"
5595,"Speaker 1: We're with Ruiz.Speaker 2: Ruiz isn't here.Speaker 1: We're supposed to meet him here. Is Ruiz on the list?Speaker 2: Ruiz is always on the list. He just ain't here, though.Speaker 1: Can you check?",Speaker 2: Goodbye.,1,1.666666667,3,"Dismissive, detached"
2436,Speaker 1: Shit!... Shit! He ain't here.Speaker 2: What the fuck do you mean?,Speaker 1: I mean he ain't here.,0,5,3,"Panicked, frustrated"
8992,"Speaker 1: Feeling better?Speaker 2: Yes, thanks.Speaker 1: That's good.  That's uh...good.",Speaker 2: You always had a way with words.  I should be getting back.,0,3.666666667,3,"Awkward, withdrawing"
4595,"Speaker 1: I wanna walk.Speaker 2: It's a long walk.Speaker 1: I got time, Bert.Speaker 2: You want me to tell her for you?Speaker 1: Tell her what?","Speaker 2: Heck, no!  What?!",1,2,3,"Surprised, alarmed"
2222,Speaker 1: Should we say a little prayer first?,Speaker 2: Just open the door.,0,2.666666667,3,"Directive, tense"
1258,"Speaker 1: Anywhere you want?Speaker 2: Let's not think about what I want. How about anywhere you want.Speaker 1: Oh Patrick, I can't make this decision.Speaker 2: No, come on. Anywhere you want.","Speaker 1: Oh, I can't.  I don't know.",0,3.666666667,3,"Overwhelmed, indecisive"
3718,"Speaker 1: Goodbye, Harry. It was very good to see you again.Speaker 2: Yes. Would you like me to walk a little way with you?Speaker 1: That would be okay.",Speaker 2: Just a little way.,0,5,3,"Gentle, nostalgic"
3466,Speaker 1: Have you read it?,"Speaker 2: No, but I certainly shall.",0,4.333333333,3,"Curious, formal"
1410,Speaker 1: What?,Speaker 2: You're kidding.,0,4,3,"Surprised, skeptical"
2417,Speaker 1: How do you think he figured all this out without talking to us?,Speaker 2: Nothing,1,1.666666667,3,"Evasive, guarded"
967,Speaker 1: The kitchen.,Speaker 2: Something I heard someone say once.,1,3.666666667,3,"Reflective, cryptic"
1139,Speaker 1: Beg pardon?,Speaker 2: I can't.,1,4.333333333,3,"Refusing, constrained"
3859,Speaker 1: The ah... the radio's out.Speaker 2: What?,"Speaker 1: Yes, Jon.  That Karl.",1,1,3,"Concerned, alarmed"
6172,Speaker 1: He's telling the truth. He doesn't know.Speaker 2: Should I kill him now?,"Speaker 1: Wait. Any last words, General Lee?",0,5,3,"Threatening, controlled"
5794,"Speaker 1: Up here, Boss.Speaker 2: That ain't exactly been the lucky spot lately.",Speaker 1: But from now on it's Lucky's spot.,0,2,3,"Assertive, possessive"
5559,Speaker 1: He looks familiar.Speaker 2: Who?Speaker 1: The man across the street.  I've seen him before...,"Speaker 2: No I'm sorry, now I have to get off the phone....",1,2.666666667,3,"Rushed, anxious"
8102,"Speaker 1: Would you like a drink?Speaker 2: Yes, please.Speaker 1: What'll it be?",Speaker 2: Whiskey.,0,5,3,"Simple, cooperative"
4752,Speaker 1: You're beautiful..Speaker 2: What's happening?Speaker 1: She doesn't seem to understand.Speaker 2: Try another language.,Speaker 1: Which language?,0,4,3,"Practical, observant"
7960,"Speaker 1: What a great surprise.  I didn't think we had a chance.  I heard you wanted to stay in Washington.Speaker 2: Well, there's a guy, but he says he'll fly up a lot.Speaker 1: Well, we should talk.  You going to have time for  dinner?  I'd like you to meet Lila.Speaker 2: I'm sorry because I was looking forward to that, but I' m going back in a few hours.",Speaker 1: Okay...It's so good to see you.,0,4.333333333,3,"Curious, problem-solving"
1524,"Speaker 1: Who's going to die?Speaker 2: Brian. He's not doing it right, dad. He never does it right.","Speaker 1: Well, let's have a look.",0,3.666666667,3,"Warm, excited"
8702,"Speaker 1: Doctor, this is Da Mayor talkin'.Speaker 2: OK.  OK.Speaker 1: Doctor, always try to do the right thing.Speaker 2: That's it?",Speaker 1: That's it.,0,3.333333333,3,"Concerned, evaluative"
3204,"Speaker 1: So how do you feel, your first night? I'll bet you're on a high.Speaker 2: Nice car.Speaker 1: She's my baby.Speaker 2: How long have you worked at the casino?Speaker 1: Coming up to two years now.  But I was away for six months.",Speaker 2: You've done pretty well.,0,4,3,"Challenging, skeptical"
7301,"Speaker 1: Oh that one there, in the corner.Speaker 2: The one up on the third floor?Speaker 1: Yes.",Speaker 2: There is no big job.,1,2,3,"Confident, approving"
8094,"Speaker 1: Look, I'm sorry.Speaker 2: Fuck off, Dave.Speaker 1: No, I won't fucking fuck off. Said I'm sorry, didn't I?","Speaker 2: Yeah. I heard. You hear, Jimmy?",0,4,3,"Defensive, denying"
561,"Speaker 1: The tickets.Speaker 2: They're coach seats, but the plane lands in Paris.  It's gonna be a helluva summer, hon!",Speaker 1: Like I'm going to hunt you down and kill you.,1,1.333333333,3,"Angry, resentful"
5965,Speaker 1: Where am I going?Speaker 2: Through there!,Speaker 1: Can you see it?,1,3.666666667,3,"Threatening, possessive"
8477,Speaker 1: I'm sorry that was out of line.Speaker 2: I want to go home.Speaker 1: I was just kidding.,Speaker 2: Good. Good.,1,3,3,"Urgent, disoriented"
6286,Speaker 1: That's enough of that kind of talk!Speaker 2: I just said--,"Speaker 1: I know what you just said. Ellie, clear your place.",0,4.333333333,3,"Reassuring, regretful"
5153,Speaker 1: You're going to be late for your match.Speaker 2: Are you going to come tonight?,Speaker 1: Yeah.,1,4.333333333,3,"Authoritative, corrective"
4857,"Speaker 1: He's into kind of little cars, that...Speaker 2: That remote control thing?Speaker 1: Yeah.Speaker 2: Alright, we'll do that tomorrow.",Speaker 1: Do exactly what I say.,1,2.333333333,3,"Noncommittal, distracted"
7836,Speaker 1: Smells like dirt.Speaker 2: You get used to it.Speaker 1: When?Speaker 2: You want to go back in?,Speaker 1: No. I'm all right. It's working.,0,3,3,"Commanding, strategic"
313,Speaker 1: Where's luther?Speaker 2: Be polite. Say hello.  This is Candy.,Speaker 1: No. I'll try again later.,1,2.666666667,3,"Strained, adapting"
8545,Speaker 1: How do you know?Speaker 2: I don't think you would. No matter what form you take.Speaker 1: I can't take that chance... I couldn't live with myself if I did anything to you.,Speaker 2: Five million dollars.,1,2,3,"Avoidant, polite"
5646,"Speaker 1: You know that gal?Speaker 2: Mind your own goddamn business... She comes in a lot?Speaker 1: 'Bout every other night, Red.",Speaker 2: With him?,0,4.666666667,3,"Serious, morally conflicted"
7073,"Speaker 1: No... No, go away.Speaker 2: I'm glad you let me talk to you. You used to not let me talk to you.Speaker 1: Go away. I am not talking to you.",Speaker 2: He's a good man.,1,1,3,"Suspicious, questioning"
4944,Speaker 1: You get a chance to use it?Speaker 2: I felt a lot safer having it. My milk went bad when I was in jail.,Speaker 1: Black's fine.,0,2,3,"Protective, reassuring"
2054,Speaker 1: I can imagine.,Speaker 2: Can you?  I couldn't.,0,4.666666667,3,"Calm, practical"
8376,Speaker 1: Don't take that.  Tell him to shut the fuck up.Speaker 2: I can't do that.  He's the Man.  He'll fire my ass.Speaker 1: So what?Speaker 2: I need the job.,Speaker 1: No you don't.,0,5,3,"Empathetic, doubtful"
622,"Speaker 1: Well, I'll be - !",Speaker 2: I'll be another!,0,4.666666667,3,"Assertive, defiant"
1942,"Speaker 1: I just want you to know... I mean anybody who says you ever took has got to deal with me.Speaker 2: Go to sleep, Charlie.","Speaker 1: You didn't take, did you...?  You hear things.",0,3,3,"Defiant, dramatic"
249,"Speaker 1: Too bad about Frank, isn't it?Speaker 2: Yes, it is.",Speaker 1: Let's get a hot dog.,1,2,3,"Protective, loyal"
2084,Speaker 1: We scared each other pretty good didn't we?,Speaker 2: We sure did.,0,5,3,"Lighthearted, consoling"
1307,Speaker 1: You calling Phil and Randy?,Speaker 2: It's too neat.,1,2.333333333,3,"Playful, relieved"
7101,Speaker 1: You always hurt the ones you love.Speaker 2: You mean the ones you pity.Speaker 1: Say anything you want... I know you love me and I love you.,"Speaker 2: Aye, we'll get 'em.",1,1.333333333,3,"Analytical, suspicious"
485,"Speaker 1: Show me where you did it, on the map, exactly where you did it.Speaker 2: Why?",Speaker 1: Just because.,1,3.666666667,3,"Determined, comforting"
4717,Speaker 1: What?Speaker 2: You've got to go to sleep now.Speaker 1: I want to go home...,"Speaker 2: Well, thank you anyway.",1,2,3,"Defensive, evasive"
4723,"Speaker 1: Where are you,...Al?Speaker 2: You're not gonna believe this...Speaker 1: Try me.",Speaker 2: Somewhere else?,1,3.333333333,3,"Gentle, dismissive"
9180,Speaker 1: This could be it.Speaker 2: This could be it.Speaker 1: This could be it.Speaker 2: This could be it.Speaker 1: Does it feel comfortable?Speaker 2: Does what feel comfortable?,Speaker 1: This could be it.,0,2.333333333,3,"Confused, disbelieving"
3166,Speaker 1: Why did you take the money?Speaker 2: I hate public transport.Speaker 1: What?Speaker 2: I want to buy a car.,Speaker 1: How can anyone be that naive?,0,2.333333333,3,"Anticipatory, excited"
6177,"Speaker 1: You've got to be missing a piece of your soul to kill someone. That's not our Betty...Speaker 2: ...why do you think you have to be missing a piece of your soul to kill somebody?Speaker 1: Because it ain't natural, young man.",Speaker 2: I'm sorry. It is.,1,5,3,"Critical, incredulous"
7061,Speaker 1: Is there something I should know?Speaker 2: Just relax.Speaker 1: Is it the plane?Speaker 2: The plane is fine.,"Speaker 1: I might not stay, anyway.",1,2.333333333,3,"Apologetic, defensive"
6064,Speaker 1: All right...  Come along.Speaker 2: What?,Speaker 1: Go ahead of me -- the both of you.,0,2.666666667,3,"Uncertain, avoidant"
3023,Speaker 1: Do you like to read?,Speaker 2: They made you leave your hotel...  ... you caused a disturbance.,1,1,3,"Directive, protective"
5963,Speaker 1: We may be getting in over our heads here.Speaker 2: This looks like a job for Superman --Speaker 1: Or Batman --,Speaker 2: Yes indeed. I need protection.,1,4,3,"Critical, explanatory"
5241,Speaker 1: Yes?Speaker 2: Would you be willing to stake your life on it?Speaker 1: I think so...,Speaker 2: No.,1,1.333333333,3,"Defensive, seeking safety"
5811,Speaker 1: You boys carryin' pieces?Speaker 2: You tryin' ta tell me something? I don't come to a meet with a weapon unless it's with an enemy.,Speaker 1: Yeah.,1,3.333333333,3,"Resolute, denying"
4351,Speaker 1: Julia?Speaker 2: I'm here.,Speaker 1: Try me.,1,1.666666667,3,"Guarded, reassuring"
2285,Speaker 1: Look.Speaker 2: No.Speaker 1: Falling.,Speaker 2: I'm fine. I'm,1,2.666666667,3,"Challenging, confident"
4878,Speaker 1: Coffee?Speaker 2: Yeah... Thank you.Speaker 1: How have you liked your stay?,Speaker 2: What I've seen... I've liked.,0,4.666666667,3,"Encouraging, inviting"
4689,"Speaker 1: ...you did it.Speaker 2: No, Dad. You did. Forty years.Speaker 1: If only I could have been with you.Speaker 2: There were rats, Dad.Speaker 1: Rats?Speaker 2: Yeah, big ones. What do the Nazis want with you Dad?",Speaker 1: Well.  You have seen me.  Now it is my turn to see you.  Strip.,1,1.333333333,3,"Struggling, distressed"
6539,"Speaker 1: How do you pay for all this? I mean, rent, and tapes and this equipment.Speaker 2: I have money.Speaker 1: What will you do when the money runs out?Speaker 2: It won't. Are you ready?","Speaker 1: I never said you were ""nothing"".",1,1,3,"Flirtatious, appreciative"
5624,"Speaker 1: What do you want?Speaker 2: A little Charlie, perhaps.Speaker 1: Coke?Speaker 2: I've heard you've got the best coke in the States. The shit back home is pants.",Speaker 1: That shouldn't be a problem.,0,3.333333333,3,"Controlling, assertive"
7656,"Speaker 1: You were him last night, weren't you?Speaker 2: Yes.Speaker 1: And he was with her.Speaker 2: We love her, Craig. I'm sorry.Speaker 1: We?Speaker 2: Me and John.",Speaker 1: Don't forget me.,0,4,3,"Defensive, hurt"
1780,Speaker 1: Is he awake?,Speaker 2: He just fell asleep. Josephine's with him.,0,5,3,"Practical, reassuring"
7167,"Speaker 1: What's wrong, you don't like steak?Speaker 2: I should be eating with the crew.Speaker 1: Humor me.  Eat it anyway.",Speaker 2: I'll do that.,1,4,3,"Apologetic, obedient"
5609,Speaker 1: Where do you think you're going?Speaker 2: Back in.Speaker 1: You fucking nuts?Speaker 2: Work's over. I'm gonna party.,Speaker 1: ...hundred yards further down the road.,1,2.333333333,3,"Determined, exhausted"
9465,"Speaker 1: George.Speaker 2: Hiya, Marty. Well, it's old home week.Speaker 1: Do me a favor, will you, George?Speaker 2: What's that?Speaker 1: Well, you remember my kid sister, Mary?",Speaker 2: That's what I've been trying to tell these people.,1,1.333333333,3,"Helpful, confident"
130,Speaker 1: Chief says -- how many?Speaker 2: Thousands.,Speaker 1: Why?,0,3.333333333,3,"Urgent, frustrated"
105,Speaker 1: What just happened?Speaker 2: Your daughters went to the prom.Speaker 1: Did I have anything to say about it?Speaker 2: Absolutely not.,Speaker 1: Where he always is.,1,1.666666667,3,"Familiar, supportive"
